image_number,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B,,,,,Average,spa_R,spa_G,spa_B,triples_R,triples_G,triples_B,ws_R,ws_G,ws_B
0165x4,0.2,0.39,0.188,0.736842105263158,0.736842105263158,0.736842105263158,0.341,1.24,0.265,,,,,,,,,,,,,,
0166x4,0.173,0.348,0.207,0.736842105263158,0.736842105263158,0.736842105263158,0.293,1.079,0.205,,,,,,,,,,,,,,
0167x4,0.167,0.31,0.131,0.736842105263158,0.736842105263158,0.736842105263158,0.342,1.02,0.212,,,,,,,,,,,,,,
0168x4,0.121,0.374,0.087,0.736842105263158,0.736842105263158,0.736842105263158,0.312,1.289,0.238,,,,,,,,,,,,,,
0169x4,0.177,0.335,0.124,0.736842105263158,0.736842105263158,0.736842105263158,0.312,1.102,0.215,,,,,,,,,,,,,,
0170x4,,0.259,0.053,0.349656383411105,0.736842105263158,0.736842105263158,0.23,0.803,0.161,,,,,,,,,,,,,,
0171x4,0.227,0.397,0.282,0.736842105263158,0.736842105263158,0.736842105263158,0.283,1.137,0.245,,,,,,,,,,,,,,
0172x4,0.087,0.376,0.321,0.736842105263158,0.736842105263158,0.736842105263158,0.267,1.148,0.218,,,,,,,,,,,,,,
0173x4,0.137,0.329,0.083,0.736842105263158,0.736842105263158,0.736842105263158,0.326,1.169,0.234,,,,,,,,,,,,,,
0174x4,,0.275,,0.736842105263158,0.736842105263158,0.736842105263158,0.298,1.137,0.21,,,,,,,,,,,,,,
0175x4,0.121,0.346,,0.736842105263158,0.736842105263158,0.736842105263158,0.345,1.357,0.177,,,,,,,,,,,,,,
0176x4,0.149,0.347,0.107,0.736842105263158,0.736842105263158,0.736842105263158,0.331,1.14,0.252,,,,,,,,,,,,,,
0177x4,0.191,0.376,0.14,0.736842105263158,0.736842105263158,0.736842105263158,0.332,1.22,0.235,,,,,,,,,,,,,,
0178x4,0.155,0.393,0.209,0.736842105263158,0.736842105263158,0.736842105263158,0.304,1.193,0.237,,,,,,,,,,,,,,
0179x4,0.137,0.373,0.095,0.736842105263158,0.736842105263158,0.736842105263158,0.327,1.216,0.25,,,,,,,,,,,,,,
0180x4,0.167,0.392,0.181,0.736842105263158,0.736842105263158,0.736842105263158,0.315,1.176,0.219,,,,,,,,,,,,,,
0181x4,0.176,0.418,0.225,0.736842105263158,0.736842105263158,0.736842105263158,0.332,1.29,0.277,,,,,,,,,,,,,,
0182x4,0.131,0.284,,0.736842105263158,0.736842105263158,0.736842105263158,0.322,1.155,0.202,,,,,,,,,,,,,,
0183x4,0.173,0.352,0.135,0.736842105263158,0.736842105263158,0.736842105263158,0.319,1.136,0.217,,,,,,,,,,,,,,
0184x4,0.164,0.386,0.1,0.736842105263158,0.736842105263158,0.736842105263158,0.312,1.119,0.264,,,,,,,,,,,,,,
0185x4,0.122,0.343,0.11,0.736842105263158,0.736842105263158,0.736842105263158,0.3,1.162,0.182,,,,,,,,,,,,,,
0186x4,0.138,0.32,0.133,0.736842105263158,0.736842105263158,0.736842105263158,0.305,1.112,0.243,,,,,,,,,,,,,,
0187x4,0.208,0.402,0.264,0.736842105263158,0.736842105263158,0.736842105263158,0.335,1.319,0.229,,,,,,,,,,,,,,
0188x4,0.141,0.396,0.093,0.736842105263158,0.736842105263158,0.736842105263158,0.368,1.365,0.303,,,,,,,,,,,,,,
0189x4,,0.161,0.073,0.375698157487858,0.736842105263158,0.736842105263158,0.239,0.798,0.169,,,,,,,,,,,,,,
0190x4,0.256,0.43,0.312,0.736842105263158,0.736842105263158,0.736842105263158,0.339,1.287,0.249,,,,,,,,,,,,,,
0191x4,0.162,0.405,0.188,0.736842105263158,0.736842105263158,0.736842105263158,0.349,1.36,0.196,,,,,,,,,,,,,,
0192x4,0.236,0.419,0.24,0.736842105263158,0.736842105263158,0.736842105263158,0.291,1.303,0.15,,,,,,,,,,,,,,
0193x4,0.154,0.344,0.169,0.736842105263158,0.736842105263158,0.736842105263158,0.318,1.176,0.224,,,,,,,,,,,,,,
0194x4,0.111,0.364,,0.736842105263158,0.736842105263158,0.736842105263158,0.351,1.275,0.243,,,,,,,,,,,,,,
0195x4,0.116,0.343,0.073,0.736842105263158,0.736842105263158,0.736842105263158,0.318,1.217,0.234,,,,,,,,,,,,,,
0196x4,0.145,0.333,0.116,0.736842105263158,0.736842105263158,0.736842105263158,0.301,1.121,0.211,,,,,,,,,,,,,,
0197x4,0.137,0.374,0.124,0.736842105263158,0.736842105263158,0.736842105263158,0.361,1.42,0.246,,,,,,,,,,,,,,
0198x4,0.192,0.408,0.197,0.736842105263158,0.736842105263158,0.736842105263158,0.311,1.303,0.267,,,,,,,,,,,,,,
0199x4,0.188,0.41,0.189,0.736842105263158,0.736842105263158,0.736842105263158,0.332,1.299,0.274,,,,,,,,,,,,,,
0200x4,0.294,0.46,0.366,0.736842105263158,0.736842105263158,0.736842105263158,0.366,1.397,0.274,,,,,,,,,,,,,,
0201x4,0.121,0.326,0.238,0.736842105263158,0.736842105263158,0.736842105263158,0.263,1.013,0.212,,,,,,,,,,,,,,
0202x4,0.146,0.359,0.148,0.736842105263158,0.736842105263158,0.736842105263158,0.39,1.469,0.311,,,,,,,,,,,,,,
